Rank,Name,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Publisher_Range
6102,Earthworm Jim,MOD,2001.0,Action,0.2,0.08,0.0,0.01,0.29,0-90
6181,Pitfall: The Mayan Adventure,MOD,2001.0,Action,0.2,0.07,0.0,0.01,0.28,0-90
6702,Caesars Palace II,ANT,1998.0,Misc,0.14,0.09,0.0,0.02,0.25,0-90
6915,Wild 9,ANT,1998.0,Action,0.13,0.09,0.0,0.02,0.24,0-90
7347,Wild Wild Racing,MOD,2000.0,Sports,0.1,0.08,0.0,0.03,0.21,0-90
7413,ClayFighter 63 1/3,MOD,1997.0,Action,0.17,0.04,0.0,0.0,0.21,0-90
7599,MDK,ANT,1997.0,Action,0.11,0.08,0.0,0.01,0.2,0-90
7799,Descent,ANT,1996.0,Action,0.11,0.07,0.0,0.01,0.19,0-90
8316,Hunter: The Reckoning Redeemer,MOD,2003.0,Action,0.13,0.04,0.0,0.01,0.17,0-90
9470,Disruptor,ANT,1995.0,Action,0.07,0.05,0.0,0.01,0.13,0-90
9819,Earthworm Jim 3D,MOD,1999.0,Action,0.1,0.02,0.0,0.0,0.12,0-90
9914,Crime Killer,ANT,1998.0,Sports,0.07,0.04,0.0,0.01,0.12,0-90
10643,Milo's Astro Lanes,MOD,1998.0,Sports,0.08,0.02,0.0,0.0,0.1,0-90
11239,Cyberia,ANT,1995.0,Action,0.05,0.03,0.0,0.01,0.09,0-90
11452,R/C Stunt Copter,ANT,1998.0,Misc,0.04,0.03,0.0,0.01,0.08,0-90
11530,Tempest 3X,ANT,1995.0,Action,0.04,0.03,0.0,0.01,0.08,0-90
12118,Norse by Norsewest: The Return of the Lost Vikings,ANT,1997.0,Action,0.04,0.03,0.0,0.0,0.07,0-90
12415,Giants: Citizen Kabuto,MOD,2001.0,Action,0.03,0.02,0.0,0.01,0.06,0-90
12699,Interplay Sports Baseball 2000,ANT,1999.0,Sports,0.03,0.02,0.0,0.0,0.06,0-90
14073,Planescape: Torment,PC,1998.0,Misc,0.01,0.02,0.0,0.01,0.04,0-90
14818,Renegade Racers,ANT,1999.0,Sports,0.01,0.01,0.0,0.0,0.03,0-90
15654,Airline Tycoon,PC,2000.0,Misc,0.0,0.01,0.0,0.0,0.02,0-90
16108,Rock N' Roll Racing,ANT,1993.0,Sports,0.0,0.0,0.01,0.0,0.01,0-90
16358,Icewind Dale II,PC,2002.0,Misc,0.0,0.01,0.0,0.0,0.01,0-90
2518,Custer's Revenge,ANT,1981.0,Action,0.76,0.05,0.0,0.01,0.82,0-90
2536,Kamaitachi no Yoru,ANT,1994.0,Misc,0.0,0.0,0.81,0.0,0.81,0-90
2653,Torneko no Daibouken: Fushigi no Dungeon,ANT,1993.0,Misc,0.0,0.0,0.78,0.0,0.78,0-90
4543,"999: Nine Hours, Nine Persons, Nine Doors",PMOD,2009.0,Misc,0.37,0.0,0.03,0.03,0.43,0-90
4857,Mystery Dungeon: Shiren the Wanderer,ANT,1995.0,Misc,0.0,0.0,0.4,0.0,0.4,0-90
5126,Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,MOD,2000.0,Misc,0.0,0.0,0.32,0.05,0.37,0-90
5177,Kamaitachi no Yoru 2,MOD,2002.0,Misc,0.0,0.0,0.36,0.0,0.36,0-90
6324,Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,ANT,1996.0,Misc,0.0,0.0,0.27,0.0,0.27,0-90
8284,Sound Novel Evolution 1: Otogirisou Sosei-Hen,ANT,1999.0,Misc,0.0,0.0,0.16,0.01,0.17,0-90
8531,Otogirisou,ANT,1992.0,Misc,0.0,0.0,0.16,0.0,0.16,0-90
10990,Sound Novel Machi,MOD,1998.0,Misc,0.0,0.0,0.09,0.0,0.09,0-90
13381,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PMOD,2011.0,Misc,0.0,0.0,0.05,0.0,0.05,0-90
13595,Zombi Daisuki,PMOD,2011.0,Action,0.0,0.0,0.04,0.0,0.04,0-90
14064,Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,PMOD,2010.0,Misc,0.0,0.0,0.04,0.0,0.04,0-90
14458,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PMOD,2012.0,Misc,0.0,0.0,0.03,0.0,0.03,0-90
14909,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PMOD,2012.0,Misc,0.0,0.0,0.03,0.0,0.03,0-90
15686,Machi: Unmei no Kousaten,PMOD,2006.0,Misc,0.0,0.0,0.02,0.0,0.02,0-90
16156,Entaku no Seito: Students of Round,PMOD,2011.0,Misc,0.0,0.0,0.01,0.0,0.01,0-90
16285,Kamaitachi no Yoru 2: Tokubetsu Hen,PMOD,2006.0,Misc,0.0,0.0,0.01,0.0,0.01,0-90
2573,Final Fantasy Anthology,ANT,1999.0,Misc,0.45,0.3,0.0,0.05,0.8,0-90
2598,Alien,ANT,1981.0,Action,0.74,0.04,0.0,0.01,0.79,0-90
5391,Fantastic Voyage,ANT,1981.0,Action,0.32,0.02,0.0,0.0,0.34,0-90
5397,Bank Heist,ANT,1982.0,Action,0.32,0.02,0.0,0.0,0.34,0-90
6730,Porky's,ANT,1982.0,Action,0.23,0.01,0.0,0.0,0.25,0-90
7150,Deadly Duck,ANT,1981.0,Action,0.21,0.01,0.0,0.0,0.22,0-90
2600,The Walking Dead: Season One,PMOD,2012.0,Misc,0.4,0.25,0.03,0.11,0.79,0-90
2763,The Walking Dead: Season One,PMOD,2012.0,Misc,0.55,0.14,0.0,0.05,0.75,0-90
14286,The Walking Dead: Season One,PC,2012.0,Misc,0.0,0.03,0.0,0.01,0.03,0-90
14684,Secrets of the Titanic,PMOD,2012.0,Action,0.0,0.02,0.0,0.0,0.03,0-90
15074,Thomas and Friends: Steaming around Sodor,PMOD,2015.0,Action,0.0,0.02,0.0,0.0,0.02,0-90
15374,Jewel Link: Galactic Quest,PMOD,2012.0,Action,0.0,0.02,0.0,0.0,0.02,0-90
15577,7 Roses: A Darkness Rises,PC,2015.0,Misc,0.0,0.02,0.0,0.0,0.02,0-90
15681,50 Classic Games,PMOD,2012.0,Misc,0.0,0.02,0.0,0.0,0.02,0-90
16304,Fireman Sam: Action Stations,PMOD,2013.0,Action,0.0,0.01,0.0,0.0,0.01,0-90
2606,Momotarou Dentetsu 7,ANT,1997.0,Misc,0.0,0.0,0.74,0.05,0.79,0-90
4191,Momotarou Dentetsu V,ANT,1999.0,Misc,0.0,0.0,0.44,0.03,0.47,0-90
10886,Fishing Master World Tour,PMOD,2009.0,Sports,0.09,0.0,0.0,0.01,0.09,0-90
11402,Pinobee: Wings of Adventure,MOD,2001.0,Action,0.06,0.02,0.0,0.0,0.08,0-90
12170,Disney's Party,MOD,2003.0,Misc,0.05,0.02,0.0,0.0,0.07,0-90
12331,Bomberman Land,PMOD,2007.0,Misc,0.06,0.0,0.0,0.01,0.06,0-90
12516,Star Soldier: Vanishing Earth,MOD,1998.0,Action,0.05,0.01,0.0,0.0,0.06,0-90
15164,Lode Runner,PMOD,2006.0,Strategy,0.0,0.0,0.02,0.0,0.02,0-90
15633,Robopon 2: Cross Version,MOD,2001.0,Misc,0.01,0.0,0.0,0.0,0.02,0-90
15914,Robopon 2: Ring Version,MOD,2001.0,Misc,0.01,0.0,0.0,0.0,0.02,0-90
16491,Bomberman,PMOD,2008.0,Strategy,0.0,0.0,0.01,0.0,0.01,0-90
2640,We Sing,PMOD,2009.0,Misc,0.0,0.69,0.0,0.09,0.78,0-90
4217,We Sing Encore,PMOD,2010.0,Misc,0.0,0.41,0.0,0.06,0.47,0-90
4974,Dance Party: Pop Hits,PMOD,2009.0,Misc,0.0,0.36,0.0,0.02,0.39,0-90
5246,We Sing Deutsche Hits,PMOD,2011.0,Misc,0.0,0.31,0.0,0.05,0.36,0-90
5916,We Sing Pop!,PMOD,2012.0,Misc,0.08,0.19,0.0,0.03,0.3,0-90
6342,Reader Rabbit Kindergarten,PMOD,2008.0,Misc,0.25,0.0,0.0,0.02,0.27,0-90
7282,Darksiders II,PMOD,2015.0,Action,0.09,0.1,0.0,0.04,0.22,0-90
7335,We Sing Robbie Williams,PMOD,2010.0,Misc,0.0,0.19,0.0,0.03,0.21,0-90
7937,We Dance,PMOD,2011.0,Misc,0.0,0.17,0.0,0.02,0.19,0-90
8068,We Sing UK Hits,PMOD,2011.0,Misc,0.0,0.16,0.0,0.02,0.18,0-90
8700,Darksiders II,PC,2012.0,Action,0.03,0.1,0.0,0.03,0.16,0-90
11285,MX vs. ATV Supercross,PMOD,2014.0,Sports,0.03,0.05,0.0,0.01,0.08,0-90
11607,We Sing Rock!,PMOD,2011.0,Misc,0.0,0.07,0.0,0.01,0.08,0-90
12110,Alan Wake,PC,2012.0,Action,0.0,0.06,0.0,0.01,0.07,0-90
12163,The Book of Unwritten Tales 2,PMOD,2015.0,Misc,0.0,0.06,0.0,0.01,0.07,0-90
12328,Legend of Kay,PMOD,2015.0,Action,0.02,0.03,0.0,0.01,0.06,0-90
12547,Darksiders II,PMOD,2015.0,Action,0.03,0.02,0.0,0.01,0.06,0-90
12784,MX vs. ATV Supercross Encore,PMOD,2015.0,Sports,0.0,0.05,0.0,0.01,0.06,0-90
12823,Legend of Kay,PMOD,2015.0,Action,0.03,0.02,0.0,0.0,0.05,0-90
12950,Arcania: Gothic 4,PMOD,2015.0,Misc,0.04,0.0,0.0,0.01,0.05,0-90
13074,Kart Racer,PMOD,2009.0,Sports,0.03,0.01,0.0,0.0,0.05,0-90
13546,Painkiller: Hell & Damnation,PMOD,2013.0,Action,0.02,0.02,0.0,0.01,0.04,0-90
14137,Maximum Racing: Drag & Stock Racer,PMOD,2010.0,Sports,0.03,0.0,0.0,0.0,0.03,0-90
14185,MX vs. ATV Supercross,PMOD,2014.0,Sports,0.02,0.01,0.0,0.01,0.03,0-90
14245,Maximum Racing: GP Classic Racing,PMOD,2010.0,Sports,0.03,0.0,0.0,0.0,0.03,0-90
15410,Maximum Racing: Crash Car Racer,PMOD,2010.0,Sports,0.01,0.01,0.0,0.0,0.02,0-90
15439,Painkiller: Hell & Damnation,PMOD,2013.0,Action,0.0,0.01,0.0,0.0,0.02,0-90
15445,Legend of Kay Anniversary,PMOD,2015.0,Action,0.0,0.02,0.0,0.0,0.02,0-90
15730,MX vs. ATV Supercross Encore,PMOD,2015.0,Sports,0.02,0.0,0.0,0.0,0.02,0-90
15899,Truck Racer,PMOD,2009.0,Sports,0.0,0.01,0.0,0.0,0.02,0-90
16054,Battle Worlds: Kronos,PC,2016.0,Strategy,0.0,0.01,0.0,0.0,0.01,0-90
16177,We Sing 80s,PMOD,2012.0,Misc,0.0,0.01,0.0,0.0,0.01,0-90
16255,The Book of Unwritten Tales 2,PMOD,2016.0,Misc,0.0,0.01,0.0,0.0,0.01,0-90
16299,Legend of Kay Anniversary,PMOD,2015.0,Action,0.0,0.01,0.0,0.0,0.01,0-90
16558,Codename: Panzers Complete Collection,PC,2016.0,Strategy,0.0,0.01,0.0,0.0,0.01,0-90
2666,Air Raid,ANT,1981.0,Action,0.72,0.04,0.0,0.01,0.77,0-90
2678,My Baby Girl,PMOD,2008.0,Misc,0.61,0.1,0.0,0.06,0.77,0-90
5332,Hello Kitty Daily,PMOD,2008.0,Misc,0.32,0.0,0.0,0.03,0.35,0-90
5414,My Baby Boy,PMOD,2008.0,Misc,0.3,0.02,0.0,0.03,0.34,0-90
9021,Fast Food Panic,PMOD,2010.0,Misc,0.13,0.0,0.0,0.01,0.14,0-90
11028,Spectral Force Genesis,PMOD,2008.0,Misc,0.08,0.0,0.01,0.01,0.09,0-90
12311,Fast Food Panic,PMOD,2009.0,Misc,0.06,0.0,0.0,0.0,0.06,0-90
12369,From The Abyss,PMOD,2008.0,Misc,0.06,0.0,0.0,0.0,0.06,0-90
12983,Tsumiki: Block Drop Mania,PMOD,2007.0,Action,0.05,0.0,0.0,0.0,0.05,0-90
14706,Moto Racer DS,PMOD,2008.0,Sports,0.0,0.02,0.0,0.0,0.03,0-90
15290,Crime Scene,PMOD,2009.0,Misc,0.0,0.02,0.0,0.0,0.02,0-90
15988,Hotel Giant DS,PMOD,2008.0,Misc,0.0,0.01,0.0,0.0,0.01,0-90
16489,Case Closed: One Truth Prevails,PMOD,2007.0,Misc,0.0,0.0,0.01,0.0,0.01,0-90
16512,Trine,PC,2009.0,Action,0.0,0.01,0.0,0.0,0.01,0-90
2712,Deer Drive,PMOD,2009.0,Sports,0.67,0.04,0.0,0.05,0.76,0-90
11231,Savage Skies,MOD,2002.0,Action,0.04,0.03,0.0,0.01,0.09,0-90
13124,My Body Coach,PMOD,2009.0,Sports,0.0,0.04,0.0,0.01,0.05,0-90
13380,Cocoto Kart Racer,PMOD,2004.0,Sports,0.04,0.0,0.0,0.0,0.05,0-90
15361,Bella Sara 2 - The Magic of Drasilmare,PMOD,2013.0,Misc,0.0,0.02,0.0,0.0,0.02,0-90
15659,Barnyard Blast: Swine of the Night,PMOD,2008.0,Action,0.02,0.0,0.0,0.0,0.02,0-90
16431,Aladdin Magic Racer,PMOD,2011.0,Sports,0.01,0.0,0.0,0.0,0.01,0-90
2741,Turok,PMOD,2008.0,Action,0.46,0.21,0.01,0.07,0.75,0-90
3006,Turok,PMOD,2008.0,Action,0.35,0.22,0.01,0.1,0.68,0-90
9119,Anno 1701: Dawn of Discovery,PMOD,2007.0,Misc,0.07,0.06,0.0,0.02,0.14,0-90
15983,Turok,PC,2008.0,Action,0.0,0.01,0.0,0.0,0.01,0-90
2841,Major League Baseball 2K7,PMOD,2007.0,Sports,0.67,0.0,0.0,0.05,0.72,0-90
3316,Major League Baseball 2K9,PMOD,2009.0,Sports,0.56,0.0,0.0,0.05,0.61,0-90
3379,Major League Baseball 2K7,MOD,2007.0,Sports,0.29,0.23,0.0,0.08,0.6,0-90
4413,Major League Baseball 2K6,MOD,2006.0,Sports,0.37,0.01,0.0,0.06,0.44,0-90
5102,Major League Baseball 2K6,PMOD,2006.0,Sports,0.34,0.0,0.0,0.03,0.37,0-90
5889,Nounai Aeshe: IQ Suppli DS,PMOD,2006.0,Misc,0.0,0.0,0.3,0.0,0.3,0-90
6263,Kenka Bancho: Badass Rumble,PMOD,2008.0,Action,0.06,0.0,0.2,0.01,0.27,0-90
6459,Dragon Age Origins: Awakening,PMOD,2010.0,Misc,0.24,0.0,0.0,0.02,0.26,0-90
6760,Major League Baseball 2K7,PMOD,2007.0,Sports,0.23,0.0,0.0,0.02,0.25,0-90
7762,Danganronpa 2: Goodbye Despair,PMOD,2012.0,Misc,0.0,0.0,0.19,0.0,0.19,0-90
7878,Kenka Banchou 4: Ichinen Sensou,PMOD,2010.0,Action,0.0,0.0,0.19,0.0,0.19,0-90
8243,Major League Baseball 2K9,PMOD,2009.0,Sports,0.16,0.0,0.0,0.01,0.17,0-90
8347,Major League Baseball 2K9,MOD,2009.0,Sports,0.08,0.06,0.0,0.02,0.17,0-90
8651,Imagine: Ice Champions,PMOD,2007.0,Sports,0.15,0.0,0.0,0.01,0.16,0-90
9050,Kenka Banchou 5: Otoko no Housoku,PMOD,2011.0,Action,0.0,0.0,0.14,0.0,0.14,0-90
9365,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,PMOD,2010.0,Misc,0.0,0.0,0.13,0.0,0.13,0-90
9455,Fire ProWrestling,MOD,2001.0,Action,0.09,0.03,0.0,0.0,0.13,0-90
9935,King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,MOD,2002.0,Action,0.0,0.0,0.12,0.0,0.12,0-90
10433,Kenka Bancho Bros: Tokyo Battle Royale,PMOD,2012.0,Action,0.0,0.0,0.1,0.0,0.1,0-90
11096,Kenka Banchou 2: Full Throttle,MOD,2007.0,Action,0.0,0.0,0.09,0.0,0.09,0-90
11286,Major League Baseball 2K9,PMOD,2009.0,Sports,0.08,0.0,0.0,0.01,0.08,0-90
11495,Kenshuui Tendo Dokuta,PMOD,2004.0,Misc,0.0,0.0,0.08,0.0,0.08,0-90
11713,Conception: Please Give Birth to My Child!,PMOD,2012.0,Misc,0.0,0.0,0.08,0.0,0.08,0-90
12848,Samurai Dou Portable,PMOD,2008.0,Action,0.0,0.0,0.05,0.0,0.05,0-90
12877,GachiTora! Abarenbou Kyoushi in High School,PMOD,2011.0,Action,0.0,0.0,0.05,0.0,0.05,0-90
13119,Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,PMOD,2007.0,Misc,0.0,0.0,0.05,0.0,0.05,0-90
13164,Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PMOD,2010.0,Misc,0.0,0.0,0.05,0.0,0.05,0-90
13561,428: Fuusa Sareta Shibuya de,PMOD,2009.0,Misc,0.0,0.0,0.04,0.0,0.04,0-90
13569,Twilight Syndrome: Kinjiratera Toshi Densetsu,PMOD,2008.0,Misc,0.0,0.0,0.04,0.0,0.04,0-90
13659,Way of the Samurai 2 Portable,PMOD,2009.0,Action,0.0,0.0,0.04,0.0,0.04,0-90
13707,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,PMOD,2012.0,Misc,0.0,0.0,0.04,0.0,0.04,0-90
14182,Women's Volleyball Championship,MOD,2007.0,Sports,0.0,0.0,0.03,0.0,0.03,0-90
14298,Gotouchi Kenkei DS,PMOD,2006.0,Misc,0.0,0.0,0.03,0.0,0.03,0-90
14856,Hokuto no Ken: Hokuto Shinken Denshousha no Michi,PMOD,2008.0,Action,0.0,0.0,0.03,0.0,0.03,0-90
15145,428: Fuusa Sareta Shibuya de,PMOD,2009.0,Misc,0.0,0.0,0.02,0.0,0.02,0-90
15516,Elvandia Story,MOD,2007.0,Misc,0.0,0.0,0.02,0.0,0.02,0-90
16353,Kenka Banchou Portable,PMOD,2009.0,Action,0.0,0.0,0.01,0.0,0.01,0-90
2869,Super Trucks Racing,MOD,2002.0,Sports,0.35,0.27,0.0,0.09,0.71,0-90
4878,Suzuki TT Superbikes,MOD,2005.0,Sports,0.33,0.01,0.0,0.05,0.4,0-90
14090,FunkMaster Flex's Digital Hitz Factory,MOD,2003.0,Misc,0.02,0.01,0.0,0.0,0.04,0-90
2870,Persona Q: Shadow of the Labyrinth,PMOD,2014.0,Misc,0.33,0.07,0.27,0.04,0.71,91-500
3489,Disgaea 4: A Promise Unforgotten,PMOD,2011.0,Misc,0.27,0.11,0.14,0.06,0.58,91-500
3765,Dragon's Crown,PMOD,2013.0,Misc,0.25,0.07,0.17,0.05,0.53,91-500
3960,Atelier Rorona: Alchemist of Arland,PMOD,2009.0,Misc,0.22,0.12,0.11,0.05,0.5,91-500
3976,Bleach: Soul Resurreccion,PMOD,2011.0,Action,0.27,0.11,0.07,0.05,0.5,91-500
4309,Persona 4: Dancing All Night,PMOD,2015.0,Misc,0.13,0.1,0.15,0.07,0.46,91-500
4526,Atelier Totori: The Adventurer of Arland,PMOD,2010.0,Misc,0.12,0.07,0.21,0.03,0.43,91-500
4684,Danganronpa: Trigger Happy Havoc,PMOD,2013.0,Misc,0.14,0.07,0.15,0.06,0.41,91-500
4987,Dragon's Crown,PMOD,2013.0,Misc,0.16,0.05,0.12,0.05,0.38,91-500
5805,The Legend of Heroes: Trails of Cold Steel,PMOD,2013.0,Misc,0.08,0.05,0.14,0.04,0.31,91-500
6212,Danganronpa Another Episode: Ultra Despair Girls,PMOD,2014.0,Action,0.1,0.03,0.12,0.04,0.28,91-500
6327,Disgaea 5: Alliance of Vengeance,PMOD,2015.0,Misc,0.1,0.08,0.06,0.04,0.27,91-500
6461,Danganronpa 2: Goodbye Despair,PMOD,2014.0,Misc,0.13,0.07,0.0,0.06,0.26,91-500
6713,Disgaea 2: Dark Hero Days,PMOD,2009.0,Misc,0.1,0.01,0.12,0.02,0.25,91-500
6822,Atelier Meruru: Alchemist of Arland 3,PMOD,2011.0,Misc,0.05,0.0,0.18,0.01,0.24,91-500
6830,"What Did I Do to Deserve This, My Lord!? 2",PMOD,2008.0,Misc,0.05,0.0,0.18,0.01,0.24,91-500
6925,Onechanbara Z2: Chaos,PMOD,2014.0,Action,0.13,0.02,0.04,0.04,0.24,91-500
6963,Etrian Mystery Dungeon,PMOD,2015.0,Misc,0.09,0.01,0.12,0.01,0.23,91-500
6983,Cross Edge,PMOD,2008.0,Misc,0.14,0.02,0.05,0.02,0.23,91-500
7212,The Legend of Heroes: Trails of Cold Steel,PMOD,2013.0,Misc,0.05,0.04,0.12,0.02,0.22,91-500
7338,Akiba's Trip: Undead & Undressed,PMOD,2013.0,Action,0.09,0.02,0.08,0.03,0.21,91-500
7436,Disgaea D2: A Brighter Darkness,PMOD,2013.0,Misc,0.09,0.0,0.1,0.01,0.21,91-500
7539,Fairy Fencer F,PMOD,2013.0,Misc,0.05,0.05,0.09,0.02,0.2,91-500
7571,Way of the Samurai 4,PMOD,2011.0,Action,0.0,0.03,0.16,0.01,0.2,91-500
7638,The Witch and the Hundred Knight,PMOD,2013.0,Misc,0.06,0.02,0.1,0.01,0.2,91-500
7730,Demon Gaze,PMOD,2013.0,Misc,0.06,0.03,0.08,0.02,0.2,91-500
8031,Ar tonelico 2: Melody of Metafalica,MOD,2007.0,Misc,0.04,0.03,0.11,0.01,0.18,91-500
8073,Trinity Universe,PMOD,2009.0,Misc,0.07,0.06,0.03,0.02,0.18,91-500
8089,Odin Sphere: Leifthrasir,PMOD,2016.0,Misc,0.06,0.03,0.07,0.02,0.18,91-500
8160,Disgaea 4: A Promise Unforgotten,PMOD,2014.0,Misc,0.04,0.04,0.08,0.02,0.18,91-500
8346,Time and Eternity,PMOD,2012.0,Misc,0.06,0.03,0.06,0.02,0.17,91-500
8658,Mugen Souls,PMOD,2012.0,Misc,0.04,0.03,0.08,0.01,0.16,91-500
8792,Tears to Tiara II: Heir of the Overlord,PMOD,2013.0,Misc,0.07,0.02,0.06,0.01,0.15,91-500
8852,The Legend of Heroes: Trails of Cold Steel II,PMOD,2014.0,Misc,0.02,0.0,0.13,0.01,0.15,91-500
8874,Odin Sphere: Leifthrasir,PMOD,2016.0,Misc,0.02,0.03,0.08,0.02,0.15,91-500
9011,Lost Dimension,PMOD,2014.0,Misc,0.07,0.03,0.02,0.03,0.14,91-500
9063,Cave Story 3D,PMOD,2011.0,Action,0.09,0.03,0.01,0.01,0.14,91-500
9152,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",PMOD,2007.0,Misc,0.0,0.0,0.13,0.0,0.14,91-500
9242,Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,PMOD,2010.0,Misc,0.07,0.0,0.06,0.01,0.14,91-500
9383,Phantom Brave: We Meet Again,PMOD,2009.0,Misc,0.12,0.0,0.01,0.01,0.13,91-500
9475,Under Night In-Birth,PMOD,2014.0,Action,0.06,0.02,0.04,0.02,0.13,91-500
9639,Operation Abyss: New Tokyo Legacy,PMOD,2014.0,Misc,0.04,0.01,0.06,0.02,0.13,91-500
9799,The Legend of Heroes: Trails of Cold Steel II,PMOD,2014.0,Misc,0.01,0.0,0.11,0.0,0.12,91-500
9907,Rodea the Sky Soldier,PMOD,2015.0,Action,0.08,0.02,0.01,0.01,0.12,91-500
10002,A Witch's Tale,PMOD,2009.0,Misc,0.08,0.0,0.03,0.01,0.11,91-500
10140,Criminal Girls: Invite Only,PMOD,2013.0,Misc,0.04,0.02,0.04,0.02,0.11,91-500
10292,Akiba's Trip: Undead & Undressed,PMOD,2013.0,Action,0.05,0.01,0.04,0.01,0.11,91-500
10740,Mana Khemia: Student Alliance,PMOD,2008.0,Misc,0.05,0.0,0.03,0.01,0.1,91-500
10810,Natural Doctrine,PMOD,2014.0,Misc,0.05,0.02,0.02,0.01,0.1,91-500
10904,"Prinny 2: Dawn of Operation Panties, Dood!",PMOD,2010.0,Action,0.05,0.0,0.03,0.01,0.09,91-500
11036,Last Rebellion,PMOD,2010.0,Misc,0.06,0.01,0.01,0.01,0.09,91-500
11266,Natural Doctrine,PMOD,2014.0,Misc,0.03,0.02,0.03,0.01,0.08,91-500
11270,Disgaea Infinite,PMOD,2010.0,Misc,0.07,0.0,0.01,0.01,0.08,91-500
11336,Phantom Brave: The Hermuda Triangle,PMOD,2010.0,Misc,0.05,0.0,0.03,0.01,0.08,91-500
11484,The Witch and the Hundred Knight,PMOD,2015.0,Misc,0.02,0.01,0.05,0.01,0.08,91-500
11525,Lost Dimension,PMOD,2014.0,Misc,0.05,0.01,0.0,0.01,0.08,91-500
11631,Criminal Girls: Invite Only,PMOD,2010.0,Misc,0.0,0.0,0.08,0.0,0.08,91-500
11840,Mugen Souls Z,PMOD,2013.0,Misc,0.02,0.01,0.04,0.01,0.07,91-500
11898,Grand Kingdom,PMOD,2015.0,Misc,0.01,0.02,0.04,0.01,0.07,91-500
12207,The Guided Fate Paradox,PMOD,2013.0,Misc,0.0,0.0,0.06,0.0,0.07,91-500
12490,Odin Sphere: Leifthrasir,PMOD,2016.0,Misc,0.01,0.02,0.03,0.01,0.06,91-500
12681,Yomawari,PMOD,2015.0,Misc,0.0,0.0,0.06,0.0,0.06,91-500
12697,Mana Khemia: Alchemists of Al-Revis,MOD,2007.0,Misc,0.03,0.02,0.0,0.01,0.06,91-500
12717,Rhapsody: A Musical Adventure,PMOD,2008.0,Misc,0.05,0.0,0.0,0.0,0.06,91-500
12804,Grand Kingdom,PMOD,2015.0,Misc,0.02,0.0,0.03,0.0,0.06,91-500
13002,Natural Doctrine,PMOD,2014.0,Misc,0.03,0.01,0.01,0.01,0.05,91-500
13006,Stranger of Sword City,PMOD,2015.0,Misc,0.02,0.02,0.0,0.01,0.05,91-500
13133,Atelier Rorona: Alchemist of Arland,PMOD,2013.0,Misc,0.0,0.0,0.05,0.0,0.05,91-500
13197,Classic Dungeon X2,PMOD,2011.0,Misc,0.0,0.0,0.05,0.0,0.05,91-500
13363,Shin Hayarigami,PMOD,2014.0,Misc,0.0,0.0,0.05,0.0,0.05,91-500
13466,Mana Khemia: Alchemists of Al-Revis (JP sales),MOD,2007.0,Misc,0.0,0.0,0.04,0.0,0.04,91-500
13604,Refrain no Chika Meikyuu to Majo no Ryodan,PMOD,2016.0,Action,0.0,0.0,0.04,0.0,0.04,91-500
13657,Phantom Kingdom Portable,PMOD,2011.0,Misc,0.0,0.0,0.04,0.0,0.04,91-500
13843,Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PMOD,2010.0,Misc,0.0,0.0,0.04,0.0,0.04,91-500
13920,Rodea the Sky Soldier,PMOD,2015.0,Action,0.03,0.0,0.0,0.0,0.04,91-500
13930,Shin Hayarigami,PMOD,2014.0,Misc,0.0,0.0,0.04,0.0,0.04,91-500
13990,Legasista,PMOD,2012.0,Misc,0.0,0.0,0.04,0.0,0.04,91-500
13994,Rhapsody: A Musical Adventure,ANT,1998.0,Misc,0.02,0.01,0.0,0.0,0.04,91-500
14156,Mame Goma: Shiro to Kuro no Meikyuu,PMOD,2012.0,Action,0.0,0.0,0.03,0.0,0.03,91-500
14173,Criminal Girls 2,PMOD,2015.0,Misc,0.0,0.0,0.03,0.0,0.03,91-500
14196,Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PMOD,2011.0,Strategy,0.0,0.0,0.03,0.0,0.03,91-500
14212,Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,PMOD,2007.0,Misc,0.0,0.0,0.03,0.0,0.03,91-500
14337,Classic Dungeon: Fuyoku no Masoujin,PMOD,2010.0,Misc,0.0,0.0,0.03,0.0,0.03,91-500
14473,Great Edo Blacksmith,PMOD,2014.0,Misc,0.0,0.0,0.03,0.0,0.03,91-500
14742,La Pucelle: Ragnarok,PMOD,2009.0,Misc,0.0,0.0,0.03,0.0,0.03,91-500
